"function_name"	"category"	"help_topic"	"argument"	"required"	"default"	"standard_value"	"standard_rule"	"description"
"db_procedures_d.hadm"	"raw_extract"	"db_procedures_d.hadm"	"xlsx"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"使用excel查询"
"db_procedures_d.hadm"	"raw_extract"	"db_procedures_d.hadm"	"Newname"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"诊断新名称"
"db_procedures_d.hadm"	"raw_extract"	"db_procedures_d.hadm"	"all"	FALSE	"FALSE"	"FALSE"	"Preserve the package default."	"logical"
"db_procedures_d.hadm"	"raw_extract"	"db_procedures_d.hadm"	"subject_id"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"db_procedures_d.hadm"	"raw_extract"	"db_procedures_d.hadm"	"hadm_id"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"db_procedures_d.hadm"	"raw_extract"	"db_procedures_d.hadm"	"chartdate"	FALSE	"F"	"F"	"Preserve the package default."	""
"db_procedures_d.hadm"	"raw_extract"	"db_procedures_d.hadm"	"long_title"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"db_procedures_d.hadm"	"raw_extract"	"db_procedures_d.hadm"	"code_yn"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"db_procedures_d.hadm"	"raw_extract"	"db_procedures_d.hadm"	"code_10"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"db_procedures_d.hadm"	"raw_extract"	"db_procedures_d.hadm"	"drop_no"	FALSE	"F"	"F"	"Preserve the package default."	"是否删除no"
"db_procedures_d.hadm"	"raw_extract"	"db_procedures_d.hadm"	"view"	FALSE	"T"	"T"	"Preserve the package default."	"是否查看词典结果"
"db_procedures_d.hadm"	"raw_extract"	"db_procedures_d.hadm"	"file"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"db_procedures_d.hadm.t"	"raw_extract"	"db_procedures_d.hadm.t"	"..."	FALSE	""	""	"Pass extra expressions explicitly."	"词典查询关键词"
"db_procedures_d.hadm.t"	"raw_extract"	"db_procedures_d.hadm.t"	"icd9_start"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"db_procedures_d.hadm.t"	"raw_extract"	"db_procedures_d.hadm.t"	"icd10_start"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"db_procedures_d.hadm.t"	"raw_extract"	"db_procedures_d.hadm.t"	"icd9_between"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"db_procedures_d.hadm.t"	"raw_extract"	"db_procedures_d.hadm.t"	"icd10_between"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"db_procedures_d.hadm.t"	"raw_extract"	"db_procedures_d.hadm.t"	"xlsx"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"使用excel查询"
"db_procedures_d.hadm.t"	"raw_extract"	"db_procedures_d.hadm.t"	"Newname"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"诊断新名称"
"db_procedures_d.hadm.t"	"raw_extract"	"db_procedures_d.hadm.t"	"all"	FALSE	"FALSE"	"FALSE"	"Preserve the package default."	"logical"
"db_procedures_d.hadm.t"	"raw_extract"	"db_procedures_d.hadm.t"	"view"	FALSE	"T"	"T"	"Preserve the package default."	"是否查看词典结果"
"db_procedures_d.hadm.t"	"raw_extract"	"db_procedures_d.hadm.t"	"file"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"db_services_hadm.t"	"raw_extract"	"db_services_hadm.t"	"all"	FALSE	"FALSE"	"FALSE"	"Preserve the package default."	"logical"
"db_services_hadm.t"	"raw_extract"	"db_services_hadm.t"	"subject_id"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"db_services_hadm.t"	"raw_extract"	"db_services_hadm.t"	"hadm_id"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"db_services_hadm.t"	"raw_extract"	"db_services_hadm.t"	"transfertime"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"db_services_hadm.t"	"raw_extract"	"db_services_hadm.t"	"prev_service"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"db_services_hadm.t"	"raw_extract"	"db_services_hadm.t"	"prev_service_Fullname"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	""
"db_services_hadm.t"	"raw_extract"	"db_services_hadm.t"	"pre_CN"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	""
"db_services_hadm.t"	"raw_extract"	"db_services_hadm.t"	"curr_service"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"db_services_hadm.t"	"raw_extract"	"db_services_hadm.t"	"curr_service_Fullname"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	""
"db_services_hadm.t"	"raw_extract"	"db_services_hadm.t"	"curr_CN"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	""
"db_transfers"	"raw_extract"	"db_transfers"	"all"	FALSE	"FALSE"	"FALSE"	"Preserve the package default."	"logical"
"db_transfers"	"raw_extract"	"db_transfers"	"subject_id"	FALSE	"T"	"T"	"Preserve the package default."	"character or logical"
"db_transfers"	"raw_extract"	"db_transfers"	"hadm_id"	FALSE	"T"	"T"	"Preserve the package default."	"character or logical"
"db_transfers"	"raw_extract"	"db_transfers"	"transfer_id"	FALSE	"T"	"T"	"Preserve the package default."	"character or logical"
"db_transfers"	"raw_extract"	"db_transfers"	"eventtype"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"db_transfers"	"raw_extract"	"db_transfers"	"careunit"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"db_transfers"	"raw_extract"	"db_transfers"	"intime"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"db_transfers"	"raw_extract"	"db_transfers"	"outtime"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"db_transfers"	"raw_extract"	"db_transfers"	"transfer_staytime.min"	FALSE	"FALSE"	"FALSE"	"Preserve the package default."	""
"death_discharge"	"outcome"	"death_discharge"	"all"	FALSE	"FALSE"	"FALSE"	"Preserve the package default."	""
"death_discharge"	"outcome"	"death_discharge"	"n"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"death_discharge"	"outcome"	"death_discharge"	"survival_days"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"death_discharge"	"outcome"	"death_discharge"	"status_01"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"death_discharge"	"outcome"	"death_discharge"	"status_yn"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"death_hadm"	"outcome"	"death_hadm"	"all"	FALSE	"FALSE"	"FALSE"	"Preserve the package default."	""
"death_hadm"	"outcome"	"death_hadm"	"n"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"death_hadm"	"outcome"	"death_hadm"	"survival_days"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"death_hadm"	"outcome"	"death_hadm"	"status_01"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"death_hadm"	"outcome"	"death_hadm"	"status_yn"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"death_hadm_nday"	"outcome"	"death_hadm_nday"	"all"	FALSE	"FALSE"	"FALSE"	"Preserve the package default."	""
"death_hadm_nday"	"outcome"	"death_hadm_nday"	"n"	FALSE	"30"	"30"	"Preserve the package default."	"天数"
"death_hadm_nday"	"outcome"	"death_hadm_nday"	"survival_days"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"death_hadm_nday"	"outcome"	"death_hadm_nday"	"status_yn"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"death_hadm_nday"	"outcome"	"death_hadm_nday"	"status_01"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"death_hadm_nday"	"outcome"	"death_hadm_nday"	"Include.death.discharge"	FALSE	"F"	"F"	"Preserve the package default."	""
"death_icu"	"outcome"	"death_icu"	"all"	FALSE	"FALSE"	"FALSE"	"Preserve the package default."	""
"death_icu"	"outcome"	"death_icu"	"n"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"death_icu"	"outcome"	"death_icu"	"survival_days"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"death_icu"	"outcome"	"death_icu"	"status_01"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"death_icu"	"outcome"	"death_icu"	"status_yn"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"death_icu_nday"	"outcome"	"death_icu_nday"	"all"	FALSE	"FALSE"	"FALSE"	"Preserve the package default."	""
"death_icu_nday"	"outcome"	"death_icu_nday"	"n"	FALSE	"30"	"30"	"Preserve the package default."	"天数"
"death_icu_nday"	"outcome"	"death_icu_nday"	"survival_days"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"death_icu_nday"	"outcome"	"death_icu_nday"	"status_yn"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"death_icu_nday"	"outcome"	"death_icu_nday"	"status_01"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"death_icu_nday"	"outcome"	"death_icu_nday"	"Include.death.discharge"	FALSE	"F"	"F"	"Preserve the package default."	""
"death_subj"	"outcome"	"death_subj"	"all"	FALSE	"FALSE"	"FALSE"	"Preserve the package default."	""
"death_subj"	"outcome"	"death_subj"	"survival_days"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"death_subj"	"outcome"	"death_subj"	"status_01"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"death_subj"	"outcome"	"death_subj"	"status_yn"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"del_day"	"utility"	"del_day"	"x"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	"x"
"del_day"	"utility"	"del_day"	"p"	FALSE	"1"	"1"	"Preserve the package default."	"time"
"del_hour"	"utility"	"del_hour"	"x"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	"x"
"del_hour"	"utility"	"del_hour"	"p"	FALSE	"1"	"1"	"Preserve the package default."	"time"
"del_minute"	"utility"	"del_minute"	"x"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	"x"
"del_minute"	"utility"	"del_minute"	"p"	FALSE	"1"	"1"	"Preserve the package default."	"time"
"del_month"	"utility"	"del_month"	"x"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	"x"
"del_month"	"utility"	"del_month"	"p"	FALSE	"1"	"1"	"Preserve the package default."	"time"
"del_second"	"utility"	"del_second"	"x"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	"x"
"del_second"	"utility"	"del_second"	"p"	FALSE	"1"	"1"	"Preserve the package default."	"time"
"del_week"	"utility"	"del_week"	"x"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	"x"
"del_week"	"utility"	"del_week"	"p"	FALSE	"1"	"1"	"Preserve the package default."	"time"
"del_year"	"utility"	"del_year"	"x"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	"x"
"del_year"	"utility"	"del_year"	"p"	FALSE	"1"	"1"	"Preserve the package default."	"time"
"dex_Braden_icu.t"	"derived_index"	"dex_Braden_icu.t"	"all"	FALSE	"FALSE"	"FALSE"	"Preserve the package default."	""
"dex_Braden_icu.t"	"derived_index"	"dex_Braden_icu.t"	"stay_id"	FALSE	"T"	"T"	"Preserve the package default."	"character or logical"
"dex_Braden_icu.t"	"derived_index"	"dex_Braden_icu.t"	"charttime"	FALSE	"T"	"T"	"Preserve the package default."	"character or logical"
"dex_Braden_icu.t"	"derived_index"	"dex_Braden_icu.t"	"Braden"	FALSE	"T"	"T"	"Preserve the package default."	"character or logical"
"dex_Braden_icu.t"	"derived_index"	"dex_Braden_icu.t"	"Sensory.Perception"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_Braden_icu.t"	"derived_index"	"dex_Braden_icu.t"	"Moisture"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_Braden_icu.t"	"derived_index"	"dex_Braden_icu.t"	"Activity"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_Braden_icu.t"	"derived_index"	"dex_Braden_icu.t"	"Mobility"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_Braden_icu.t"	"derived_index"	"dex_Braden_icu.t"	"Nutrition"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_Braden_icu.t"	"derived_index"	"dex_Braden_icu.t"	"Friction.Shear"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_charlson_hadm"	"derived_index"	"dex_charlson_hadm"	"all"	FALSE	"FALSE"	"FALSE"	"Preserve the package default."	""
"dex_charlson_hadm"	"derived_index"	"dex_charlson_hadm"	"hadm_id"	FALSE	"T"	"T"	"Preserve the package default."	"T"
"dex_charlson_hadm"	"derived_index"	"dex_charlson_hadm"	"charlson_comorbidity_index"	FALSE	"\"Charlson_comorbidity_index\""	"\"Charlson_comorbidity_index\""	"Preserve the package default."	"T"
"dex_charlson_hadm"	"derived_index"	"dex_charlson_hadm"	"age_score"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_charlson_hadm"	"derived_index"	"dex_charlson_hadm"	"myocardial_infarct"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_charlson_hadm"	"derived_index"	"dex_charlson_hadm"	"congestive_heart_failure"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_charlson_hadm"	"derived_index"	"dex_charlson_hadm"	"peripheral_vascular_disease"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_charlson_hadm"	"derived_index"	"dex_charlson_hadm"	"cerebrovascular_disease"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_charlson_hadm"	"derived_index"	"dex_charlson_hadm"	"dementia"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_charlson_hadm"	"derived_index"	"dex_charlson_hadm"	"chronic_pulmonary_disease"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_charlson_hadm"	"derived_index"	"dex_charlson_hadm"	"rheumatic_disease"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_charlson_hadm"	"derived_index"	"dex_charlson_hadm"	"peptic_ulcer_disease"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_charlson_hadm"	"derived_index"	"dex_charlson_hadm"	"mild_liver_disease"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_charlson_hadm"	"derived_index"	"dex_charlson_hadm"	"diabetes_without_cc"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_charlson_hadm"	"derived_index"	"dex_charlson_hadm"	"diabetes_with_cc"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_charlson_hadm"	"derived_index"	"dex_charlson_hadm"	"paraplegia"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_charlson_hadm"	"derived_index"	"dex_charlson_hadm"	"renal_disease"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_charlson_hadm"	"derived_index"	"dex_charlson_hadm"	"malignant_cancer"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_charlson_hadm"	"derived_index"	"dex_charlson_hadm"	"severe_liver_disease"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_charlson_hadm"	"derived_index"	"dex_charlson_hadm"	"metastatic_solid_tumor"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_charlson_hadm"	"derived_index"	"dex_charlson_hadm"	"aids"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_eGFR"	"derived_index"	"dex_eGFR"	"data"	TRUE	""	"cohort_dat"	"Use the standard data object name for this stage."	"data"
"dex_eGFR"	"derived_index"	"dex_eGFR"	"all"	FALSE	"FALSE"	"FALSE"	"Preserve the package default."	"logical"
"dex_eGFR"	"derived_index"	"dex_eGFR"	"subject_id"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_eGFR"	"derived_index"	"dex_eGFR"	"hadm_id"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_eGFR"	"derived_index"	"dex_eGFR"	"stay_id"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_eGFR"	"derived_index"	"dex_eGFR"	"age"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_eGFR"	"derived_index"	"dex_eGFR"	"sex"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_eGFR"	"derived_index"	"dex_eGFR"	"race"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_eGFR"	"derived_index"	"dex_eGFR"	"weight"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_eGFR"	"derived_index"	"dex_eGFR"	"height"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_eGFR"	"derived_index"	"dex_eGFR"	"charttime"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_eGFR"	"derived_index"	"dex_eGFR"	"creat"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_eGFR"	"derived_index"	"dex_eGFR"	"creat_low_past_48hr"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_eGFR"	"derived_index"	"dex_eGFR"	"creat_low_past_7day"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_eGFR"	"derived_index"	"dex_eGFR"	"eGFR_CKD_EPI.2021"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_eGFR"	"derived_index"	"dex_eGFR"	"eGFR_CKD_EPI.2021_low_past_48hr"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_eGFR"	"derived_index"	"dex_eGFR"	"eGFR_CKD_EPI.2021_low_past_7day"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_eGFR"	"derived_index"	"dex_eGFR"	"eGFR_CKD_EPI.2009"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_eGFR"	"derived_index"	"dex_eGFR"	"eGFR_CKD_EPI.2009_low_past_48hr"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_eGFR"	"derived_index"	"dex_eGFR"	"eGFR_CKD_EPI.2009_low_past_7day"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_eGFR"	"derived_index"	"dex_eGFR"	"eGFR_MDRD.2007"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_eGFR"	"derived_index"	"dex_eGFR"	"eGFR_MDRD.2007_low_past_48hr"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_eGFR"	"derived_index"	"dex_eGFR"	"eGFR_MDRD.2007_low_past_7day"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_eGFR"	"derived_index"	"dex_eGFR"	"eGFR_Cockcroft_Gault.1976"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_eGFR"	"derived_index"	"dex_eGFR"	"eGFR_Cockcroft_Gault.1976_low_past_48hr"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_eGFR"	"derived_index"	"dex_eGFR"	"eGFR_Cockcroft_Gault.1976_low_past_7day"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_eGFR"	"derived_index"	"dex_eGFR"	"eGFR_FAS_age.2016"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_eGFR"	"derived_index"	"dex_eGFR"	"eGFR_FAS_age.2016_low_past_48hr"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_eGFR"	"derived_index"	"dex_eGFR"	"eGFR_FAS_age.2016_low_past_7day"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_eGFR"	"derived_index"	"dex_eGFR"	"eGFR_FAS_height.2016"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_eGFR"	"derived_index"	"dex_eGFR"	"eGFR_FAS_height.2016_low_past_48hr"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_eGFR"	"derived_index"	"dex_eGFR"	"eGFR_FAS_height.2016_low_past_7day"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_eGFR"	"derived_index"	"dex_eGFR"	"join"	FALSE	"\"left\""	"\"left\""	"Preserve the package default."	"join"
"dex_GCS_icu.t"	"derived_index"	"dex_GCS_icu.t"	"all"	FALSE	"FALSE"	"FALSE"	"Preserve the package default."	""
"dex_GCS_icu.t"	"derived_index"	"dex_GCS_icu.t"	"stay_id"	FALSE	"T"	"T"	"Preserve the package default."	"character or logical"
"dex_GCS_icu.t"	"derived_index"	"dex_GCS_icu.t"	"charttime"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_GCS_icu.t"	"derived_index"	"dex_GCS_icu.t"	"gcs"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	"gcs评分"
"dex_GCS_icu.t"	"derived_index"	"dex_GCS_icu.t"	"gcs_motor"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	"运动"
"dex_GCS_icu.t"	"derived_index"	"dex_GCS_icu.t"	"gcs_verbal"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	"言语"
"dex_GCS_icu.t"	"derived_index"	"dex_GCS_icu.t"	"gcs_eyes"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	"动眼"
"dex_GCS_icu.t"	"derived_index"	"dex_GCS_icu.t"	"gcs_unable"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	"无法完成"
"dex_MELD_icu"	"derived_index"	"dex_MELD_icu"	"data"	TRUE	""	"cohort_dat"	"Use the standard data object name for this stage."	"data"
"dex_MELD_icu"	"derived_index"	"dex_MELD_icu"	"all"	FALSE	"FALSE"	"FALSE"	"Preserve the package default."	"logical"
"dex_MELD_icu"	"derived_index"	"dex_MELD_icu"	"subject_id"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_MELD_icu"	"derived_index"	"dex_MELD_icu"	"hadm_id"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_MELD_icu"	"derived_index"	"dex_MELD_icu"	"stay_id"	FALSE	"T"	"T"	"Preserve the package default."	"character or logical"
"dex_MELD_icu"	"derived_index"	"dex_MELD_icu"	"meld"	FALSE	"\"MELD\""	"\"MELD\""	"Preserve the package default."	"character or logical"
"dex_MELD_icu"	"derived_index"	"dex_MELD_icu"	"rrt"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_MELD_icu"	"derived_index"	"dex_MELD_icu"	"creatinine_mg.dL_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_MELD_icu"	"derived_index"	"dex_MELD_icu"	"bilirubin_total_mg.dL_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_MELD_icu"	"derived_index"	"dex_MELD_icu"	"INR_max"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_MELD_icu"	"derived_index"	"dex_MELD_icu"	"sodium_mEq.L_min"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_MELD_icu"	"derived_index"	"dex_MELD_icu"	"join"	FALSE	"\"left\""	"\"left\""	"Preserve the package default."	"join"
"dex_sepis3_icu"	"derived_index"	"dex_sepis3_icu"	"all"	FALSE	"FALSE"	"FALSE"	"Preserve the package default."	""
"dex_sepis3_icu"	"derived_index"	"dex_sepis3_icu"	"sepsis3"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_sepis3_icu"	"derived_index"	"dex_sepis3_icu"	"sepsis_time"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	""
"dex_sepis3_icu"	"derived_index"	"dex_sepis3_icu"	"suspected_infection_time"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_sepis3_icu"	"derived_index"	"dex_sepis3_icu"	"sofa_time"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_sepis3_icu"	"derived_index"	"dex_sepis3_icu"	"sofa_score"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_sepis3_icu"	"derived_index"	"dex_sepis3_icu"	"respiration"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_sepis3_icu"	"derived_index"	"dex_sepis3_icu"	"coagulation"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_sepis3_icu"	"derived_index"	"dex_sepis3_icu"	"liver"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_sepis3_icu"	"derived_index"	"dex_sepis3_icu"	"cardiovascular"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_sepis3_icu"	"derived_index"	"dex_sepis3_icu"	"cns"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_sepis3_icu"	"derived_index"	"dex_sepis3_icu"	"renal"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dex_sofa_icu.t"	"derived_index"	"dex_sofa_icu.t"	"all"	FALSE	"FALSE"	"FALSE"	"Preserve the package default."	""
